Customer ID,Name,Surname,Gender,Birthdate,Transaction Amount,Date,Merchant Name,Category
722192,Samantha,Chandler,F,2003-10-20,1519.53,2023-08-20,"Wilcox, Robertson and Conley",Travel
128198,Robert,Scott,,1969-10-28,636.41,2023-06-04,Joseph-Smith,Electronics
409560,Anthony,Gardner,M,1965-10-29,573.26,2023-01-31,"May, Grant and Page",Electronics
122003,Melissa,Mccoy,F,1952-11-01,37.12,2023-10-06,Williams-Montoya,Cosmetic
246266,Susan,Hanson,M,1988-10-23,97.25,2023-02-17,Solis PLC,Cosmetic
107683,Bryan,Garcia,F,1997-10-21,407.29,2023-05-13,Duncan-Sullivan,Electronics
482222,Margaret,Ramos,F,1948-11-02,260.73,2023-06-03,"Fisher, Morgan and Walker",Market
394733,Sandra,Blake,,1983-10-25,434.5,2023-06-21,Williamson-Hughes,Market
728831,Michael,Roberts,F,1969-10-28,69.16,2023-08-12,Hughes and Sons,Restaurant
972813,Dana,Parker,M,1982-10-25,174.87,2023-01-10,Cox-Doyle,Cosmetic
764847,Nancy,Tucker,F,1952-11-01,145.47,2023-06-21,Lambert-Kelley,Cosmetic
170799,Lacey,Griffin,F,2004-10-19,693.11,2023-01-09,Lewis-Barber,Travel
166818,Donna,Meyer,F,1985-10-24,122.77,2023-03-24,"Mckee, Newman and Payne",Cosmetic
289343,Ashley,Williamson,M,1988-10-23,407.14,2023-04-17,English PLC,Market
502213,Jacob,Chavez,F,1968-10-28,1897.69,2023-01-04,Hunter-Rollins,Travel
124750,Rhonda,Reed,M,1952-11-01,204.87,2023-09-07,"Smith, Sanchez and Perez",Travel
15880,Shawn,Rodriguez,M,1950-11-02,54.69,2023-06-09,Olson LLC,Restaurant
502318,Steven,Brandt,M,1983-10-25,307.66,2023-01-31,Clark-Ayers,Travel
942241,Ashley,Martinez,M,1999-10-21,926.66,2023-07-10,Marshall Ltd,Electronics
813545,Tiffany,Black,M,1973-10-27,167.8,2023-08-16,Bush Inc,Electronics
663941,Susan,Holmes,M,1997-10-21,127.13,2023-07-04,"Bishop, Marshall and Roberts",Cosmetic
583631,Connor,Sullivan,F,1983-10-25,99.15,2023-06-13,Harper-Mckee,Cosmetic
73319,James,Murphy,M,1955-11-01,94.29,2023-05-03,"Rose, Hall and Lambert",Market
467791,Mark,Silva,F,1949-11-02,970.51,2023-10-05,"Wilson, Mathis and Reed",Electronics
109709,Dorothy,Fuller,M,1991-10-23,917.1,2023-09-02,Mays-James,Travel
165530,Kathryn,Hodge,,1974-10-27,15.92,2023-03-04,Miller Group,Restaurant
188591,Marissa,Wilson,F,2004-10-19,802.67,2023-09-04,Hays Group,Electronics
142874,Robert,Richardson,M,1972-10-27,215.27,2023-04-14,"Santana, Waters and Holmes",Market
433869,Christopher,Scott,M,1996-10-21,618.27,2023-04-08,Garcia and Sons,Electronics
406184,William,Jones,M,1965-10-29,64.04,2023-04-16,Quinn-Neal,Clothing
326963,Kim,Rangel,M,1983-10-25,1035.27,2023-08-17,"Sanchez, Jacobs and Livingston",Travel
570218,Gary,Allen,M,1992-10-22,182.2,2023-03-04,Smith-Smith,Cosmetic
173636,Justin,Manning,M,1966-10-29,923.4,2023-08-02,"Brown, Reid and Avila",Electronics
483755,Samantha,Rosales,,1987-10-24,119.39,2023-02-28,Mendez and Sons,Cosmetic
355741,Anna,Martinez,,1982-10-25,203.78,2023-08-31,Woods Group,Clothing
249777,Christopher,Kramer,F,1973-10-27,197.88,2023-03-21,Sims and Sons,Clothing
618412,Jason,Barton,F,1957-10-31,266.26,2023-10-09,Macias Group,Electronics
14014,Joseph,Leblanc,M,1973-10-27,219.26,2023-06-19,Williams and Sons,Electronics
994514,Paula,Mckenzie,M,1950-11-02,886.44,2023-05-27,"Hodges, Allen and Wilson",Travel
903405,William,Roberts,F,1980-10-25,465.85,2023-02-12,Moreno Ltd,Market
273115,Melissa,Clark,F,1952-11-01,2630.98,2023-09-11,Steele-Tyler,Travel
491117,Andrea,Gardner,F,1953-11-01,908.32,2023-10-13,Wallace Ltd,Electronics
977526,Becky,Miller,F,1978-10-26,32.56,2023-03-20,Barnes Ltd,Clothing
81498,Evan,Solis,,1955-11-01,2879.02,2023-03-14,Williams-Russell,Travel
662345,Omar,Nash,M,1965-10-29,59.3,2023-03-03,Jackson PLC,Cosmetic
276257,Michael,Richards,F,1953-11-01,143.27,2023-05-30,"Campos, Walker and Davis",Cosmetic
451308,Richard,Smith,M,1977-10-26,167.79,2023-04-24,Alexander Ltd,Cosmetic
256774,Tonya,Campbell,M,1986-10-24,11.04,2023-06-18,"Dennis, Cunningham and Curry",Restaurant
737603,Elizabeth,Ramirez,M,2000-10-20,50.93,2023-08-22,Stanley-Case,Cosmetic
218308,Robin,Prince,M,2004-10-19,109.73,2023-09-16,Ramirez-Harris,Clothing
931898,Jimmy,Haynes,M,1958-10-31,72.92,2023-07-31,Anderson PLC,Restaurant
824465,Tammy,Snow,M,1984-10-24,281.66,2023-01-16,Beltran Group,Market
948585,Jeff,Williams,F,1976-10-26,114.22,2023-04-28,Ritter-Martinez,Clothing
312256,Anthony,Flores,F,1969-10-28,1753.93,2023-08-02,Perkins Inc,Travel
385636,Ryan,Taylor,F,2004-10-19,23.21,2023-03-28,Roth-Irwin,Cosmetic
254299,Grant,Washington,F,1993-10-22,2153.79,2023-08-30,Gonzalez-Craig,Travel
295219,Karen,Townsend,M,1952-11-01,21.57,2023-03-09,Collier Group,Clothing
837151,Jeffery,Patel,F,2004-10-19,54.21,2023-06-15,Williams-Martin,Cosmetic
713013,Joy,Flores,F,1988-10-23,818.39,2023-02-04,Cabrera-Rivera,Electronics
307881,Kathleen,Lowe,F,1960-10-30,174.87,2023-07-29,Mcdaniel-Bowman,Clothing
859161,Johnny,Rios,M,1955-11-01,57.42,2023-03-06,Murphy-Baker,Restaurant
392258,Karen,Decker,M,1961-10-30,34.88,2023-01-13,"Williams, Stephens and Ali",Clothing
587625,Joshua,Juarez,F,2003-10-20,2914.03,2023-01-19,"Mcconnell, Stewart and Clark",Travel
379096,Kyle,Burnett,M,1977-10-26,248.3,2023-05-02,"Michael, Davis and Davis",Clothing
516528,John,Rocha,F,1963-10-30,161.38,2023-07-31,Blankenship Inc,Market
464258,Michael,Harvey,M,1950-11-02,88.14,2023-07-15,Ellis-Hubbard,Clothing
444035,Deborah,Martinez,M,1991-10-23,545.0,2023-05-10,Campos Group,Electronics
560893,John,Blair,M,1951-11-02,88.33,2023-09-27,"Mahoney, Spears and Snow",Cosmetic
191430,Shannon,Vega,M,1993-10-22,236.31,2023-09-02,Buchanan PLC,Clothing
324510,Abigail,Morris,M,1962-10-30,68.86,2023-02-10,Morris PLC,Clothing
835871,John,Klein,F,1958-10-31,866.73,2023-02-15,Lane-Fitzgerald,Travel
266585,John,Santos,F,1972-10-27,56.92,2023-03-30,Ray LLC,Restaurant
652912,Gina,Stewart,M,2000-10-20,262.95,2023-10-08,"Lopez, Lyons and Bradford",Market
649709,Brian,Parks,,1978-10-26,71.54,2023-03-20,"Wiggins, Patel and Singh",Restaurant
320923,Erin,Jackson,F,1976-10-26,85.88,2023-05-07,Jones LLC,Cosmetic
180073,Samuel,Meza,,1996-10-21,10.88,2023-05-21,Cooper-Willis,Restaurant
135061,Kelly,Baldwin,F,1966-10-29,110.61,2023-10-08,Myers and Sons,Cosmetic
105691,Mary,Anthony,M,1976-10-26,41.56,2023-03-06,Rodriguez LLC,Restaurant
419927,Samantha,Peters,F,1997-10-21,78.64,2023-09-15,Wright-Henry,Restaurant
910079,Katherine,Fitzgerald,M,1955-11-01,96.88,2023-02-17,Brown-Gonzalez,Market
876475,Julie,Rogers,,1969-10-28,21.14,2023-08-07,"Richard, Powers and Thomas",Cosmetic
449006,Theresa,Shields,M,1962-10-30,17.64,2023-07-30,"Garcia, Davidson and Burns",Restaurant
898418,Tamara,Roberson,M,1973-10-27,341.43,2023-06-02,"Bright, Silva and Smith",Electronics
426773,Meagan,Gordon,F,1964-10-29,66.78,2023-09-17,Fernandez-Willis,Clothing
976609,John,Peterson,M,1988-10-23,68.03,2023-02-24,Rodriguez-Richardson,Cosmetic
963495,Melissa,Turner,M,2002-10-20,842.21,2023-08-14,"Freeman, Peck and James",Electronics
571928,Alexis,Chavez,M,2000-10-20,169.08,2023-05-29,Hill-Delgado,Clothing
91506,Daniel,Hanson,M,1998-10-21,69.58,2023-01-24,Anderson-Green,Clothing
238358,Joshua,Bradford,M,1972-10-27,2533.24,2023-05-01,"Mcknight, Carpenter and Hall",Travel
74543,Brianna,Taylor,F,1999-10-21,1270.39,2023-03-18,Lewis LLC,Travel
11455,Sarah,Rubio,M,1984-10-24,274.71,2023-02-23,Bell Ltd,Clothing
992234,Angela,Winters,M,2003-10-20,118.75,2023-02-26,"Paul, Miller and Gomez",Cosmetic
403587,Anne,Ellis,M,1989-10-23,137.16,2023-09-01,Parrish Group,Cosmetic
270585,Tom,Guerra,F,1955-11-01,81.54,2023-07-11,Luna Group,Restaurant
587574,Stephanie,Farley,F,1994-10-22,339.16,2023-09-08,Willis-Dennis,Electronics
1617,Gregory,Marshall,F,1996-10-21,849.93,2023-07-04,"Salazar, Garcia and Cook",Travel
527691,Melinda,Martinez,F,1970-10-28,271.6,2023-08-01,Nunez and Sons,Electronics
649418,Shawn,Rodriguez,F,1969-10-28,198.7,2023-01-27,Houston-Bautista,Clothing
650021,Deborah,Meyers,M,1956-10-31,244.94,2023-04-09,"Miller, Rivers and Leonard",Clothing
578587,Kenneth,Mitchell,F,1988-10-23,10.7,2023-03-22,Anderson PLC,Restaurant
29957,Kayla,Webster,F,1962-10-30,162.52,2023-07-22,Mendoza-Brown,Cosmetic
925010,Cody,Hunter,F,1982-10-25,907.42,2023-01-27,"Woods, Martin and Johnson",Electronics
28822,Brian,Brown,F,1995-10-22,217.19,2023-02-27,Gomez-Ortiz,Clothing
670008,Kristen,Garcia,,1965-10-29,71.31,2023-03-07,Harris-Crane,Market
70890,Heather,Benson,M,1955-11-01,48.9,2023-08-26,Mitchell Ltd,Cosmetic
267723,Joseph,Smith,F,1973-10-27,36.7,2023-10-06,Tyler LLC,Restaurant
513451,Jerry,Palmer,F,1951-11-02,96.34,2023-10-10,"Harris, Estrada and Reed",Cosmetic
427680,Jessica,Taylor,M,1956-10-31,297.12,2023-03-14,Robinson Inc,Travel
469858,Deanna,Francis,M,1952-11-01,63.17,2023-04-19,Ingram Ltd,Restaurant
623055,Richard,Navarro,F,1966-10-29,50.24,2023-04-19,Murphy-Hernandez,Restaurant
514753,Angela,Brewer,M,1972-10-27,66.64,2023-01-20,Marquez-Gilmore,Clothing
191920,Carla,Abbott,F,1958-10-31,22.27,2023-02-19,"Ryan, Arnold and Murphy",Restaurant
977731,John,Brock,,2005-10-19,2120.42,2023-04-06,Jackson Group,Travel
781317,Patrick,Mills,F,1983-10-25,1312.75,2023-01-01,Wallace LLC,Travel
754359,Julia,Garner,M,1956-10-31,2032.06,2023-06-07,Travis-Martinez,Travel
839795,Angela,Mccall,F,1967-10-29,13.32,2023-05-13,Hill-Martinez,Restaurant
19645,Brian,Chandler,M,1956-10-31,84.83,2023-05-27,"Sharp, Smith and Baker",Restaurant
472720,Joseph,Webster,F,1957-10-31,992.51,2023-04-13,Soto and Sons,Electronics
851699,Elizabeth,Harris,M,1950-11-02,98.84,2023-08-01,"Sanders, Duffy and Lopez",Clothing
157508,Amber,Caldwell,F,1990-10-23,45.38,2023-03-05,"Humphrey, Rowe and Middleton",Market
795748,Susan,Ramos,M,1952-11-01,73.41,2023-02-24,Johnson and Sons,Clothing
252219,Frank,Lewis,F,1982-10-25,449.75,2023-07-09,"Villanueva, King and Williams",Market
430926,Brittany,Owens,M,1994-10-22,69.4,2023-01-11,Doyle-Ortiz,Restaurant
504370,Joseph,Dixon,M,1957-10-31,256.99,2023-06-19,Scott-Smith,Electronics
99996,Katherine,Herring,F,1988-10-23,1897.92,2023-04-14,"Henry, Barron and West",Travel
292101,Darren,Hernandez,,1960-10-30,34.61,2023-02-08,Miller Ltd,Clothing
877224,Gina,Smith,M,1973-10-27,129.11,2023-02-17,Cuevas Group,Cosmetic
507027,Gary,Robinson,F,1971-10-28,109.76,2023-09-28,Nelson PLC,Travel
935195,Mandy,Cunningham,M,1971-10-28,28.95,2023-04-12,"Wheeler, Fitzpatrick and Gomez",Cosmetic
8742,Deanna,Johnson,M,1986-10-24,2296.91,2023-04-26,Townsend Inc,Travel
751101,Joseph,Klein,M,2004-10-19,702.74,2023-07-15,Lucero-Burgess,Electronics
740034,Bob,Dudley,M,1958-10-31,162.56,2023-09-09,"Vasquez, Manning and Taylor",Clothing
156043,Amy,Ray,F,1987-10-24,30.92,2023-03-31,"Hopkins, Hernandez and Soto",Restaurant
870781,David,Carey,F,1969-10-28,64.16,2023-06-01,Nguyen-Moore,Clothing
428352,Vicki,Webb,F,1976-10-26,107.78,2023-06-16,Mayer PLC,Clothing
701555,Michele,Clark,F,1982-10-25,164.69,2023-07-24,"Pitts, Johnson and Fischer",Market
920446,Charles,Golden,,1963-10-30,95.26,2023-01-05,Olson-Macdonald,Restaurant
271108,Sherri,Davis,F,1978-10-26,72.87,2023-05-18,Nelson Inc,Restaurant
531272,Pamela,Wells,M,1962-10-30,1790.2,2023-10-08,Mayo-Ryan,Travel
888935,Elizabeth,Jones,M,1990-10-23,178.1,2023-07-31,"Davis, Jones and Gomez",Clothing
750577,Brenda,Welch,M,2003-10-20,484.32,2023-06-22,"Webster, Walsh and Ross",Electronics
230967,Martin,Peterson,M,2003-10-20,345.85,2023-07-25,Petersen-Scott,Market
560144,Phillip,Harris,F,1979-10-26,204.74,2023-01-24,"Cunningham, Cantrell and Bell",Market
409537,Thomas,Kidd,F,1979-10-26,139.4,2023-02-26,Wilson Ltd,Cosmetic
413720,Jimmy,Richardson,F,1976-10-26,211.21,2023-03-03,Robinson-Ross,Electronics
191087,Wesley,Terry,F,1983-10-25,103.13,2023-02-26,"Diaz, Russell and Ford",Cosmetic
558214,Claudia,Vega,,1981-10-25,130.67,2023-01-12,Lowe-Cordova,Cosmetic
290123,Corey,Brooks,F,1998-10-21,69.95,2023-06-04,Sullivan-Mullins,Cosmetic
714004,Spencer,Thornton,M,1982-10-25,254.8,2023-03-04,Velez-Coleman,Travel
135303,William,Reed,M,1968-10-28,80.18,2023-05-30,Shepherd-Raymond,Clothing
451541,Elizabeth,Wilson,M,2002-10-20,89.35,2023-01-07,"Allen, Walker and Schroeder",Restaurant
319921,Shawn,Gallagher,M,1994-10-22,1711.36,2023-05-30,Harris Inc,Travel
413745,Derek,Galloway,M,1994-10-22,92.31,2023-06-04,Jones-Parker,Restaurant
31966,Mary,Anderson,M,1972-10-27,265.93,2023-04-26,Cooper-Nicholson,Market
789356,Sarah,Russell,F,2000-10-20,633.0,2023-07-07,"Small, Gomez and Miller",Electronics
695448,Tiffany,Perez,M,1952-11-01,441.93,2023-08-16,"Allen, Ward and Stephenson",Electronics
388892,Robert,Spencer,,1989-10-23,62.56,2023-05-20,"Spencer, Foster and Martinez",Cosmetic
235891,Jennifer,Green,M,1958-10-31,2313.91,2023-02-05,Jones-Ross,Travel
69701,Marilyn,Brown,M,1952-11-01,43.69,2023-09-11,Coleman Group,Cosmetic
595790,Antonio,Thomas,F,1951-11-02,457.93,2023-03-29,Cortez LLC,Electronics
223377,John,Green,F,1983-10-25,165.12,2023-06-21,Henderson LLC,Market
734348,Jason,Middleton,,2001-10-20,174.5,2023-01-30,Jones-Scott,Clothing
24260,Dennis,Nguyen,M,1992-10-22,161.59,2023-06-30,West-Garcia,Market
100691,Dana,Phelps,M,1949-11-02,1740.32,2023-02-05,Marshall-Moore,Travel
915911,Nicholas,Rogers,F,1964-10-29,10.62,2023-06-18,Tucker PLC,Restaurant
776512,Curtis,Ramirez,M,1979-10-26,56.81,2023-02-19,Jones Inc,Restaurant
342501,Zachary,Salazar,F,1992-10-22,172.67,2023-08-06,"Simpson, Cox and Leblanc",Cosmetic
214039,Brenda,Morrow,F,1948-11-02,54.9,2023-07-10,"Munoz, Adams and Ewing",Cosmetic
542148,Rebecca,Bates,F,1964-10-29,115.32,2023-09-29,"Lopez, Smith and Roman",Market
358521,Jodi,Parrish,F,1956-10-31,183.07,2023-05-10,Smith-Hansen,Clothing
640669,Carrie,Rivera,M,2004-10-19,677.97,2023-03-25,Chandler Group,Electronics
407769,Christopher,Figueroa,,2004-10-19,80.54,2023-03-19,Escobar Group,Restaurant
684899,Casey,Adams,F,1998-10-21,34.29,2023-01-14,Henry-Nolan,Restaurant
199488,Leonard,Reed,M,1967-10-29,165.44,2023-03-06,Mills Ltd,Market
332004,Carrie,Stevenson,F,1955-11-01,95.65,2023-06-16,Benjamin Inc,Restaurant
188475,Hannah,Mayer,M,1952-11-01,242.62,2023-07-08,"Wilson, Thomas and Gonzalez",Clothing
652610,Ralph,Li,M,1948-11-02,80.4,2023-09-22,Castaneda-Williams,Clothing
933284,Thomas,Wright,,1968-10-28,960.43,2023-05-08,Ward Group,Electronics
929990,Nathan,Chen,F,1986-10-24,175.93,2023-08-28,Ward-Edwards,Clothing
318303,Jessica,Bridges,M,1951-11-02,125.04,2023-03-07,Thomas Group,Cosmetic
309060,Mark,Gallagher,M,2000-10-20,409.44,2023-02-08,Johnson Ltd,Electronics
394781,Jeffrey,Tran,F,1968-10-28,69.88,2023-03-02,Brown Ltd,Market
641033,Deanna,Lloyd,F,1970-10-28,194.33,2023-05-22,"Nguyen, King and Gilbert",Cosmetic
404102,Dylan,Mason,F,1961-10-30,509.16,2023-02-21,Lee Group,Electronics
73203,Jerry,Guzman,F,1991-10-23,147.74,2023-01-22,Davis PLC,Clothing
822981,Nina,Shaw,F,1950-11-02,98.16,2023-04-06,Mason Inc,Clothing
768397,Rebecca,Ford,M,1973-10-27,340.53,2023-04-24,"Mitchell, Fisher and Graves",Electronics
556702,Nicholas,Stanley,F,2004-10-19,85.65,2023-07-31,"Stone, Walsh and Williams",Restaurant
294121,Michael,Garza,M,1979-10-26,1194.33,2023-01-15,"Reeves, Wood and Smith",Travel
415161,Cheryl,Sherman,,1965-10-29,514.24,2023-07-18,Johnson-Terry,Travel
537294,Sharon,Powers,F,1974-10-27,2229.04,2023-09-06,"Jones, Stewart and Moore",Travel
759764,Christina,Allen,M,1998-10-21,2404.14,2023-08-30,Norman-Sparks,Travel
541863,Melvin,Spears,M,1979-10-26,574.11,2023-10-03,"Klein, Barnes and Rose",Electronics
283679,Anthony,Myers,,1982-10-25,16.88,2023-02-04,Harrison LLC,Restaurant
21666,Eric,Horne,M,1951-11-02,362.77,2023-08-22,"Garcia, Cruz and Henry",Market
188785,Jennifer,Carr,F,1987-10-24,79.77,2023-10-13,Huang-Walker,Restaurant
659184,Christopher,Henderson,M,1998-10-21,402.8,2023-03-22,Nielsen LLC,Market
826738,Mary,Thompson,F,1992-10-22,85.22,2023-04-06,Hines PLC,Cosmetic
293802,Michael,Atkinson,F,1991-10-23,52.04,2023-05-23,Beck PLC,Clothing
528373,Richard,Ramirez,M,1964-10-29,336.94,2023-03-15,"Diaz, Mitchell and Krueger",Market
141596,Pamela,Wade,F,1984-10-24,199.38,2023-01-06,Gill Group,Cosmetic
160620,Martin,Ramirez,F,1961-10-30,172.64,2023-07-21,"Novak, Smith and Colon",Cosmetic
983119,Pamela,Williams,,1988-10-23,67.81,2023-01-26,Williams-Nelson,Restaurant
963115,Jill,Tate,M,1962-10-30,179.88,2023-09-10,"Pratt, Woods and Mcdowell",Cosmetic
839976,Gloria,Booth,F,1983-10-25,26.25,2023-10-14,Clark PLC,Restaurant
347878,Thomas,Larson,,1965-10-29,345.21,2023-10-10,Glover-Hamilton,Electronics
355127,Jeff,Lang,F,1948-11-02,560.72,2023-10-08,Phillips Group,Electronics
601289,David,Jenkins,M,1952-11-01,1891.2,2023-09-12,"Davis, Howell and Smith",Travel
677470,Teresa,Rosario,M,1954-11-01,348.01,2023-05-11,Davenport-Santiago,Market
22215,Kenneth,Curtis,M,1978-10-26,160.66,2023-01-18,Jennings PLC,Market
348119,Sara,Brady,F,2003-10-20,194.83,2023-01-11,Lewis Inc,Cosmetic
732175,Kyle,Walker,F,1978-10-26,99.98,2023-01-22,"Freeman, Thomas and Dixon",Restaurant
767406,Kimberly,Frazier,F,1960-10-30,88.09,2023-05-27,"Rogers, Miller and Klein",Restaurant
781171,Travis,Cross,F,1967-10-29,154.18,2023-04-10,Kramer-Rodriguez,Market
556283,Katelyn,Moore,F,1963-10-30,355.33,2023-09-08,"Snyder, Owens and Graham",Market
310442,Thomas,Johnson,F,1992-10-22,167.13,2023-05-09,"Bentley, Dixon and Flores",Cosmetic
757562,Carrie,Hunt,M,1949-11-02,159.08,2023-06-06,Woods-Cole,Travel
743859,Wayne,Yates,M,2003-10-20,911.61,2023-09-27,Manning-Woodward,Electronics
751246,Monica,Cunningham,F,1955-11-01,85.61,2023-08-23,Brooks Ltd,Cosmetic
376929,Dawn,Smith,M,1960-10-30,529.99,2023-05-02,"Allen, Rodgers and Munoz",Electronics
972556,Keith,Soto,M,1959-10-31,23.24,2023-03-13,Barnett Ltd,Clothing
649207,Roberta,Lawson,M,1958-10-31,35.04,2023-07-13,"Jensen, Fleming and Freeman",Clothing
652950,Linda,Reed,,1950-11-02,77.92,2023-01-10,Gutierrez Inc,Clothing
101015,Gina,Johnson,F,1957-10-31,35.57,2023-04-10,"Jones, Bennett and Thompson",Cosmetic
871125,Alexis,Newman,M,1968-10-28,294.35,2023-05-31,Reyes LLC,Travel
469496,Scott,Cole,M,1949-11-02,318.87,2023-03-09,"Turner, Huang and Thompson",Travel
381357,Marissa,Palmer,,1979-10-26,1303.99,2023-07-17,"Medina, Thomas and Miles",Travel
544130,Tanya,Clark,F,1950-11-02,1356.82,2023-10-14,"Adams, Walters and Taylor",Travel
267618,Don,Webster,F,1974-10-27,86.97,2023-04-28,Clark-Massey,Restaurant
103682,Danny,Anderson,F,2001-10-20,260.35,2023-10-04,"Zuniga, Hawkins and Rodriguez",Market
217887,Caroline,Lewis,M,1967-10-29,94.8,2023-02-04,"Jones, Crawford and Hobbs",Restaurant
731278,Brittany,Murray,,1994-10-22,63.92,2023-04-21,Lopez LLC,Clothing
665770,Timothy,Weaver,F,1966-10-29,63.55,2023-01-16,Sanchez and Sons,Cosmetic
220776,Tina,Wolfe,F,1979-10-26,193.72,2023-01-12,Gallagher-Leach,Electronics
894204,Stephanie,Walton,M,1998-10-21,47.92,2023-05-04,Pruitt PLC,Restaurant
741781,Linda,Lawson,F,2003-10-20,685.26,2023-07-18,"Griffin, Rodriguez and Harris",Electronics
899165,Douglas,Baker,,1959-10-31,386.58,2023-01-25,Martin and Sons,Electronics
830657,Katrina,Koch,M,1981-10-25,966.08,2023-02-13,"Nelson, Wolfe and Beck",Electronics
893129,Brianna,Allen,F,1957-10-31,222.39,2023-08-24,Harris-Giles,Market
439130,Antonio,Anderson,M,1970-10-28,31.73,2023-03-19,Morrison-Carrillo,Restaurant
612784,Shawn,Small,M,1959-10-31,65.42,2023-08-08,"Sharp, Miller and Thompson",Electronics
881926,Bruce,Valenzuela,M,1986-10-24,161.45,2023-04-11,Roberts-Valencia,Cosmetic
359278,Monica,Davis,F,1967-10-29,34.76,2023-03-09,Smith Group,Market
559435,Kristina,Blanchard,F,1975-10-27,51.92,2023-01-11,Miller PLC,Restaurant
459095,Timothy,Castro,M,1983-10-25,143.06,2023-05-14,"Melendez, Bennett and Lawson",Cosmetic
906645,Barbara,Garcia,M,1989-10-23,373.88,2023-01-21,Armstrong PLC,Market
499561,Christopher,Shaw,F,1974-10-27,1589.43,2023-06-04,"Campbell, Ramirez and Duarte",Travel
146924,Richard,Bradford,M,1959-10-31,138.94,2023-09-26,Donovan-Dillon,Cosmetic
986195,Meredith,Kaufman,F,1997-10-21,281.71,2023-01-17,Webb PLC,Clothing
598736,Barry,Franklin,F,2002-10-20,1444.7,2023-10-04,"Santiago, Smith and Lopez",Travel
681658,Nicole,Flores,M,1972-10-27,2249.17,2023-09-02,Mccormick-Gamble,Travel
624792,Gail,Sanders,M,1998-10-21,88.88,2023-09-18,"Williams, Harris and Blackburn",Restaurant
586390,Heather,Johnson,F,1958-10-31,148.53,2023-05-03,"Haas, Wheeler and Livingston",Cosmetic
797571,Jason,Castillo,M,1978-10-26,164.71,2023-01-22,Gentry LLC,Clothing
756012,Brian,Bell,M,1997-10-21,20.12,2023-05-09,Watson and Sons,Restaurant
19808,William,Hall,F,1969-10-28,532.82,2023-02-01,Daniels Inc,Electronics
425139,Kevin,Smith,M,1952-11-01,174.9,2023-06-25,Miller-Barker,Clothing
993982,Rebecca,Zimmerman,,1974-10-27,294.76,2023-10-11,Shea-Cantu,Clothing
465731,Andrea,West,F,1972-10-27,363.41,2023-01-22,"Osborne, Mitchell and Lindsey",Electronics
626600,Alicia,Jennings,F,1998-10-21,338.41,2023-06-08,Mclean Group,Market
189753,Luis,Harper,M,1985-10-24,131.71,2023-04-02,"Beard, Waters and Pratt",Clothing
829788,Angela,Allison,M,1969-10-28,45.65,2023-07-01,Villanueva and Sons,Clothing
987123,Lisa,Ortega,M,1969-10-28,42.45,2023-03-07,Short LLC,Restaurant
966801,Lisa,Brown,M,1970-10-28,340.08,2023-07-27,Cobb and Sons,Market
929254,Mark,Huber,M,1988-10-23,533.0,2023-04-20,"Wood, Smith and Short",Electronics
261663,Caitlyn,Pittman,M,1979-10-26,247.63,2023-03-23,"Garza, Ingram and Vazquez",Clothing
71216,Nicholas,Moore,F,1968-10-28,560.47,2023-09-07,"Gomez, Larson and Kelly",Electronics
421833,Lisa,Young,F,1959-10-31,35.52,2023-06-21,Edwards Group,Restaurant
893386,Jennifer,Roberts,M,1952-11-01,64.42,2023-06-25,"Castaneda, Price and Edwards",Restaurant
293488,Mary,Gonzales,F,1986-10-24,55.18,2023-01-30,Long Inc,Restaurant
338385,Jean,Garcia,F,1972-10-27,22.94,2023-02-08,"Mendez, Gardner and Ortiz",Market
567081,Megan,Christian,M,1978-10-26,657.4,2023-04-24,"Moreno, Castaneda and Rios",Electronics
856653,David,Moore,F,1959-10-31,639.69,2023-03-24,Fields Group,Electronics
373040,Jaime,Ward,F,2001-10-20,333.61,2023-03-19,Leonard Ltd,Market
870077,Douglas,Kelley,M,1957-10-31,224.11,2023-01-20,"Martinez, Garcia and Walker",Clothing
143624,Ashley,Ramirez,M,1999-10-21,173.97,2023-10-06,Morton Group,Cosmetic
435583,Roy,Cline,M,1979-10-26,154.24,2023-07-09,Ferguson PLC,Travel
482839,Elizabeth,Coleman,M,2000-10-20,2967.85,2023-04-20,"Baxter, Walter and Parks",Travel
282175,Kevin,Davis,F,1971-10-28,291.13,2023-09-28,"Brown, Glenn and Bernard",Travel
985712,William,Andrade,M,1948-11-02,1736.44,2023-05-15,Gay Ltd,Travel
630586,Amanda,Thompson,M,1956-10-31,78.97,2023-10-14,Mills-Martinez,Restaurant
379547,Miranda,Moore,M,1987-10-24,58.87,2023-05-25,"Reed, Bryant and Spears",Cosmetic
833365,Samantha,Frye,F,1998-10-21,132.44,2023-05-21,"Bailey, Pittman and Edwards",Clothing
708181,Megan,Williams,M,1992-10-22,480.6,2023-03-24,"French, Gill and Graves",Electronics
217157,Jessica,Jackson,M,1999-10-21,338.17,2023-03-17,"Ochoa, Stevens and Powell",Market
505433,Cynthia,Lee,F,1986-10-24,223.31,2023-04-26,Fuller-Smith,Market
325648,Steven,Molina,F,1985-10-24,234.3,2023-06-30,"Preston, Roberts and Wilson",Market
993522,Alexander,Graves,M,1974-10-27,11.04,2023-05-22,"Ryan, Stevenson and Campbell",Restaurant
791589,Shannon,Fisher,F,1978-10-26,249.95,2023-02-05,Shannon-Barrera,Clothing
